States,Diabetes Status,Relationship,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,,"Non-Biological, Other Unrelated Directed",0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,1,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
,Unknown,All Donor Relations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,9,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,0
South Carolina,All Diabetes,All Donor Relations,397,442,410,323,285,239,264,177,207,187,167,179,202,178,153,171,182,179,150,138,129,121,163,160,158,137,125,134,101,125,106,109,80,100,66,92
,,"Biological, blood related Parent",2,1,3,2,2,5,3,1,5,6,4,4,3,3,2,3,5,1,5,6,7,5,8,5,4,10,4,6,4,6,9,7,0,7,2,6
,,"Biological, blood related Child",6,6,5,4,1,3,4,1,4,4,3,4,4,7,10,8,4,11,5,2,2,4,4,7,9,4,5,10,5,6,1,4,0,3,0,1
,,"Biological, blood related Identical Twin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Full Sibling",4,7,4,4,3,3,3,3,7,3,3,7,6,4,5,6,7,6,9,3,8,5,5,9,23,15,18,8,7,9,9,15,1,5,8,3
,,"Biological, blood related Half Sibling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
,,"Biological, blood related Other Relative",3,4,3,1,3,3,1,1,5,2,2,1,0,3,2,4,8,3,2,1,2,2,0,1,6,3,2,1,1,3,1,0,0,0,1,0
,,"Non-Biological, Spouse",4,4,2,1,8,5,1,2,2,1,3,1,1,5,3,3,8,1,5,3,2,1,4,4,7,4,3,0,0,0,3,1,0,0,0,1
,,"Non-Biological, Life Partner",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Paired Donation",16,18,16,19,15,12,13,11,3,4,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Anonymous Donation",0,5,5,6,4,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,Living/Deceased Donor Donation",0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",353,380,358,281,234,197,229,147,176,160,143,152,174,142,122,135,143,147,118,118,103,98,137,130,108,96,91,108,84,97,83,82,68,84,53,80
,,"Non-Biological, Other Unrelated Directed",8,17,14,5,15,8,10,11,5,5,3,10,14,13,5,9,4,10,5,5,4,5,5,2,1,1,2,1,0,0,0,0,0,0,0,0
,,NOT REPORTED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,11,1,2,1
,Diabetes Status Unknown,All Donor Relations,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,No,All Donor Relations,218,258,235,198,168,145,146,108,138,120,104,118,141,119,99,113,128,134,105,98,99,102,125,124,122,100,83,84,56,30,4,4,2,2,2,0
,,"Biological, blood related Parent",2,1,3,1,1,5,3,1,5,6,4,4,2,3,1,3,5,1,5,5,6,5,8,5,3,9,4,5,3,5,0,0,0,0,0,0
,,"Biological, blood related Child",2,5,4,4,1,1,1,1,1,1,1,1,3,5,4,7,4,8,3,1,2,4,4,4,7,0,4,9,4,3,0,0,0,0,0,0
,,"Biological, blood related Full Sibling",3,4,3,3,2,3,1,2,5,3,3,5,5,3,5,5,3,6,8,1,6,3,4,9,19,13,14,7,4,7,4,1,0,0,1,0
,,"Biological, blood related Half Sibling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
,,"Biological, blood related Other Relative",3,2,2,1,2,3,1,1,3,2,2,1,0,2,2,2,6,3,2,1,1,2,0,1,4,3,2,1,1,1,0,0,0,0,0,0
,,"Non-Biological, Spouse",3,3,2,1,5,3,1,2,1,1,1,1,1,3,3,1,7,1,5,2,2,1,2,4,7,3,2,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Life Partner",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Paired Donation",14,13,11,14,12,9,7,6,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Anonymous Donation",0,5,4,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,Living/Deceased Donor Donation",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",185,212,196,166,133,111,127,89,117,100,85,98,119,92,79,88,98,107,79,85,80,82,103,97,81,68,55,61,44,13,0,3,1,2,1,0
,,"Non-Biological, Other Unrelated Directed",6,13,10,3,9,7,5,6,3,2,3,8,11,10,3,6,2,8,3,3,1,4,4,2,1,1,2,1,0,0,0,0,0,0,0,0
,,NOT REPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0
,Type I,All Donor Relations,8,14,13,8,11,9,10,3,6,3,5,4,7,9,8,3,6,2,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Parent",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Child",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Full Sibling",0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Other Relative",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Spouse",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Paired Donation",0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Anonymous Donation",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,Living/Deceased Donor Donation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",7,10,10,8,8,7,8,2,4,3,4,3,4,6,5,2,3,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Other Unrelated Directed",0,1,1,0,1,0,2,0,0,0,0,0,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,NOT REPORTED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Type II,All Donor Relations,170,170,162,116,103,83,107,64,60,63,56,55,49,50,44,50,39,33,25,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,,"Biological, blood related Parent",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Child",4,1,1,0,0,2,3,0,3,3,2,2,1,2,6,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,,"Biological, blood related Full Sibling",1,1,1,1,1,0,2,1,1,0,0,2,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Other Relative",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Spouse",1,1,0,0,3,1,0,0,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Paired Donation",2,5,4,5,2,2,6,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Anonymous Donation",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",160,158,152,106,90,77,93,54,52,56,52,49,46,44,36,40,33,28,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Other Unrelated Directed",2,3,3,2,5,1,3,5,2,3,0,2,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Type Other,All Donor Relations,1,0,0,1,1,2,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",1,0,0,1,1,2,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Type Unknown,All Donor Relations,0,0,0,0,1,0,1,1,2,0,2,1,3,0,2,3,7,9,12,16,28,18,36,31,30,28,33,24,14,3,1,1,0,0,0,0
,,"Biological, blood related Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
,,"Biological, blood related Child",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,1,1,1,1,0,0,0,0,0,0
,,"Biological, blood related Identical Twin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Full Sibling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,2,4,1,3,0,0,0,0,0,0,0
,,"Biological, blood related Other Relative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Spouse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",0,0,0,0,1,0,1,1,2,0,2,1,3,0,2,3,7,9,12,14,21,16,32,28,22,19,27,21,9,2,0,1,0,0,0,0
,,"Non-Biological, Other Unrelated Directed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Unknown,All Donor Relations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,6,9,9,26,31,92,101,104,78,97,64,92
,,"Biological, blood related Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,0,7,2,6
,,"Biological, blood related Child",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,1
,,"Biological, blood related Full Sibling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,14,1,5,7,3
,,"Biological, blood related Other Relative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
,,"Non-Biological, Spouse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
,,"Deceased Donor Transplant, Not Applicabl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,5,9,9,26,31,82,83,78,67,82,52,80
,,NOT REPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,1,2,1
South Dakota,All Diabetes,All Donor Relations,43,57,59,46,57,53,59,45,51,44,33,47,55,34,44,32,41,46,57,53,50,39,25,27,34,29,16,17,14,15,5,0,0,0,0,0
,,"Biological, blood related Parent",0,0,1,1,2,1,0,0,0,1,0,2,3,2,0,1,1,0,1,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0
,,"Biological, blood related Child",2,2,5,0,2,3,1,2,2,2,3,4,2,2,3,1,4,3,7,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Identical Twin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Full Sibling",2,1,2,1,3,1,4,4,0,2,3,1,1,3,0,3,3,4,2,11,4,1,2,2,7,1,0,4,4,6,3,0,0,0,0,0
,,"Biological, blood related Half Sibling",0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Other Relative",0,4,1,0,2,1,3,0,0,0,1,1,3,0,0,0,0,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
,,"Non-Biological, Spouse",1,1,2,1,1,1,1,5,2,0,0,0,1,1,3,1,3,4,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
,,"Non-Biological, Life Partner",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Paired Donation",2,9,11,7,9,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Anonymous Donation",1,1,1,1,4,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,Living/Deceased Donor Donation",0,0,1,0,0,0,0,0,1,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",24,34,26,34,29,36,39,32,39,33,26,32,34,20,33,24,28,28,33,30,29,30,18,19,25,28,16,11,10,7,1,0,0,0,0,0
,,"Non-Biological, Other Unrelated Directed",8,5,8,1,4,7,9,2,5,5,0,6,8,4,1,0,1,5,6,5,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
,,NOT REPORTED,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Unrelated: Non-Domino Th",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,No,All Donor Relations,32,37,34,34,45,29,35,33,36,28,18,30,32,22,21,24,19,23,28,30,30,20,18,23,19,16,11,11,8,6,0,0,0,0,0,0
,,"Biological, blood related Parent",0,0,0,1,2,0,0,0,0,1,0,2,3,2,0,1,1,0,1,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0
,,"Biological, blood related Child",2,1,2,0,1,1,1,2,1,2,1,3,1,1,1,1,2,0,4,2,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Full Sibling",2,1,2,0,3,1,4,3,0,1,2,1,0,3,0,3,3,4,2,7,3,1,2,2,5,1,0,2,4,3,0,0,0,0,0,0
,,"Biological, blood related Half Sibling",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Other Relative",0,3,1,0,2,1,2,0,0,0,1,0,1,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,"Non-Biological, Spouse",1,0,2,1,1,0,1,5,1,0,0,0,0,1,2,1,1,3,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Paired Donation",1,6,7,6,6,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Anonymous Donation",1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,Living/Deceased Donor Donation",0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",17,23,14,25,23,20,21,21,28,18,14,19,18,11,15,16,11,11,12,16,14,16,14,15,13,15,11,7,4,1,0,0,0,0,0,0
,,"Non-Biological, Other Unrelated Directed",5,2,5,1,4,4,5,2,4,5,0,4,7,2,1,0,0,3,5,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
,,NOT REPORTED,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Unrelated: Non-Domino Th",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Type I,All Donor Relations,1,2,6,1,2,2,4,2,0,2,2,6,4,2,3,0,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Parent",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Child",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Identical Twin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Full Sibling",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Half Sibling",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Other Relative",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Spouse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Life Partner",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Paired Donation",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Anonymous Donation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",0,0,1,1,1,1,3,2,0,1,1,4,2,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Other Unrelated Directed",1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Type II,All Donor Relations,9,18,19,11,10,22,20,9,15,14,13,11,19,9,20,8,18,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Child",0,1,3,0,1,2,0,0,1,0,2,1,1,1,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Full Sibling",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Half Sibling",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Other Relative",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Spouse",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Paired Donation",1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Anonymous Donation",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,Living/Deceased Donor Donation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",6,11,11,8,5,15,15,8,11,14,11,9,14,6,16,8,14,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Other Unrelated Directed",2,3,1,0,0,3,3,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Type Other,All Donor Relations,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Other Relative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Other Unrelated Directed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Type Unknown,All Donor Relations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,15,20,20,19,7,4,14,12,3,5,1,1,0,0,0,0,0,0
,,"Biological, blood related Child",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,,"Biological, blood related Full Sibling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0
,,"Biological, blood related Other Relative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biological, Spouse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Non-Biol,unrel: Anonymous Donation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,14,13,15,14,4,4,11,12,3,3,1,0,0,0,0,0,0,0
,,"Non-Biological, Other Unrelated Directed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Unknown,All Donor Relations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,8,5,0,0,0,0,0
,,"Biological, blood related Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,"Biological, blood related Full Sibling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
,,"Deceased Donor Transplant, Not Applicabl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,6,1,0,0,0,0,0
Tennessee,All Diabetes,All Donor Relations,672,677,697,638,577,592,504,476,474,453,453,427,443,398,446,367,402,442,399,409,382,388,345,320,306,300,298,289,265,246,277,254,247,270,204,202
,,"Biological, blood related Parent",13,4,7,9,5,13,9,12,8,3,7,10,12,4,11,11,16,16,18,14,20,17,12,18,23,23,27,24,18,17,20,15,20,18,20,11
,,"Biological, blood related Child",14,13,11,7,20,11,13,7,14,13,21,21,17,20,22,21,26,18,30,36,25,33,24,20,24,16,10,12,15,16,11,20,7,7,7,6
,,"Biological, blood related Identical Twin",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,"Biological, blood related Full Sibling",7,20,20,13,19,14,16,14,11,13,15,16,30,18,25,17,15,32,32,36,39,32,38,28,33,42,50,35,25,22,37,45,43,33,33,21
,,"Biological, blood related Half Sibling",2,1,0,0,1,1,1,0,0,0,2,2,2,1,2,2,1,3,3,4,3,2,2,1,1,2,1,0,1,2,0,0,1,0,1,0
,,"Biological, blood related Other Relative",2,12,11,6,8,11,14,4,8,9,8,13,14,11,6,13,11,19,15,16,14,11,12,14,6,10,5,5,5,5,3,3,3,2,0,0
,,"Non-Biological, Spouse",7,14,6,14,15,10,14,12,15,12,15,16,20,17,11,13,14,21,14,15,24,21,8,14,10,15,10,7,9,3,6,0,2,3,3,1
